school_id,school_name,province,type,is_985,is_211,recruit_number,rank
1452,中国科学院青岛生物能源与过程研究所,山东,理工类,否,否,8,2000
1445,香港科技大学,香港,综合类,否,否,0,2000
1436,中国科学院西北生态环境资源研究院,甘肃,理工类,否,否,40,2000
1435,中国科学院城市环境研究所,福建,理工类,否,否,24,2000
1433,中国科学院上海高等研究院,上海,理工类,否,否,11,2000
1431,中国科学院微生物研究所,北京,理工类,否,否,20,2000
1434,中国科学院空间应用工程与技术中心,北京,理工类,否,否,13,2000
1448,山东产业技术研究院,山东,综合类,否,否,0,2000
1451,香港科技大学（广州）,香港,综合类,否,否,0,2000
1447,香港城市大学,香港,综合类,否,否,0,2000
1449,海军勤务学院,天津,军事类,否,否,40,2000
1460,内蒙古艺术学院,内蒙古,艺术类,否,否,159,2000
1474,澳门城市大学,澳门,综合类,否,否,0,2000
1463,香港中文大学,香港,综合类,否,否,0,2000
1464,香港大学,香港,综合类,否,否,0,2000
1476,澳门科技大学,澳门,综合类,否,否,0,2000
1465,香港理工大学,香港,综合类,否,否,0,2000
1473,澳门大学,澳门,综合类,否,否,0,2000
1469,香港岭南大学,香港,综合类,否,否,0,2000
1472,香港演艺学院,香港,艺术类,否,否,0,2000
1467,香港教育大学,香港,综合类,否,否,0,2000
1466,香港浸会大学,香港,综合类,否,否,0,2000
1468,香港都会大学,香港,综合类,否,否,0,2000
1470,香港树仁大学,香港,综合类,否,否,0,2000
1471,香港珠海学院,香港,综合类,否,否,0,2000
1477,澳门旅游大学,澳门,综合类,否,否,0,2000
1475,澳门理工大学,澳门,理工类,否,否,0,2000
